#Silhouette	HC0	0.1809879782950852
#Silhouette	HC850	0.9320215150776259
#Silhouette	HC860	0.9320215150776259
#Silhouette	HC870	0.9320215150776259
#Silhouette	HC880	0.9320215150776259
#Silhouette	HC890	0.9320215150776259
#Silhouette	HC900	0.9320215150776259
#Silhouette	HC910	0.9320215150776259
#Silhouette	HC920	0.9320215150776259
#Silhouette	HC930	0.9320215150776259
#Silhouette	HC940	0.9320215150776259
#Silhouette	HC950	0.9320215150776259
#Silhouette	HC960	0.9320215150776259
#Silhouette	HC970	0.9320215150776259
#Silhouette	HC980	0.9320215150776259
#Silhouette	HC990	0.9320215150776259
#Silhouette	HC1000	0.9320215150776259
#Silhouette	HC1010	0.9320215150776259
#Silhouette	HC1020	0.9320215150776259
#Silhouette	HC1030	0.9320215150776259
#Silhouette	HC1040	0.9320215150776259
#Silhouette	HC1050	0.9320215150776259
#Silhouette	HC1060	0.9320215150776259
#Silhouette	HC1070	0.9320215150776259
#Silhouette	HC1080	0.9320215150776259
#Silhouette	HC1090	0.9320215150776259
#Silhouette	HC1100	0.9320215150776259
#Silhouette	HC1110	0.9320215150776259
#Silhouette	HC1120	0.9320215150776259
#Silhouette	HC1130	0.9320215150776259
#Silhouette	HC1140	0.9320215150776259
#Silhouette	HC1150	0.9320215150776259
#Silhouette	HC1160	0.9320215150776259
#Silhouette	HC1170	0.9320215150776259
#Silhouette	HC1180	0.9320215150776259
#Silhouette	HC1190	0.9320215150776259
#Silhouette	HC1200	0.9320215150776259
#Silhouette	HC1210	0.9320215150776259
#Silhouette	HC1220	0.9320215150776259
#Silhouette	HC1230	0.9320215150776259
#Silhouette	HC1240	0.9320215150776259
#Silhouette	HC1250	0.9320215150776259
#Silhouette	HC1260	0.9320215150776259
#Silhouette	HC1270	0.9320215150776259
#Silhouette	HC1280	0.9320215150776259
#Silhouette	HC1290	0.9320215150776259
#Silhouette	HC1300	0.9320215150776259
#Silhouette	HC1310	0.9320215150776259
#Silhouette	HC1320	0.9320215150776259
#Silhouette	HC1330	0.9320215150776259
#Silhouette	HC1340	0.9320215150776259
#Silhouette	HC1350	0.9320215150776259
#Silhouette	HC1360	0.9320215150776259
#Silhouette	HC1370	0.9320215150776259
#Silhouette	HC1380	0.9320215150776259
#Silhouette	HC1390	0.9320215150776259
#Silhouette	HC1400	0.9320215150776259
#Silhouette	HC1410	0.9320215150776259
#Silhouette	HC1420	0.9320215150776259
#Silhouette	HC1430	0.9320215150776259
#Silhouette	HC1440	0.9339070949611783
#Silhouette	HC1450	0.9313409625622568
#Silhouette	HC1460	0.9344867857139524
#Silhouette	HC1470	0.9344867857139524
#Silhouette	HC1480	0.9344867857139524
#Silhouette	HC1490	0.9344867857139524
#Silhouette	HC1500	0.9344867857139524
#Silhouette	HC1510	0.9344867857139524
#Silhouette	HC1520	0.9344867857139524
#Silhouette	HC1530	0.935171837102572
#Silhouette	HC1540	0.935171837102572
#Silhouette	HC1550	0.935171837102572
#Silhouette	HC1560	0.935171837102572
#Silhouette	HC1570	0.935171837102572
#Silhouette	HC1580	0.935171837102572
#Silhouette	HC1590	0.935171837102572
#Silhouette	HC1600	0.935171837102572
#Silhouette	HC1610	0.935171837102572
#Silhouette	HC1620	0.935171837102572
#Silhouette	HC1630	0.935171837102572
#Silhouette	HC1640	0.9351004082514923
#Silhouette	HC1650	0.9351004082514923
#Silhouette	HC1660	0.9351004082514923
#Silhouette	HC1670	0.9337808668543356
#Silhouette	HC1680	0.932033971393041
#Silhouette	HC1690	0.9315540508547862
#Silhouette	HC1700	0.9315540508547862
#Silhouette	HC1710	0.9315540508547862
#Silhouette	HC1720	0.9315540508547862
#Silhouette	HC1730	0.9266612548825572
#Silhouette	HC1740	0.9266612548825572
#Silhouette	HC1750	0.9266612548825572
#Silhouette	HC1760	0.9264299655621806
#Silhouette	HC1770	0.9264299655621806
#Silhouette	HC1780	0.9264299655621806
#Silhouette	HC1790	0.9264299655621806
#Silhouette	HC1800	0.9264299655621806
#Silhouette	HC1810	0.9264299655621806
#Silhouette	HC1820	0.9297861527888223
#Silhouette	HC1830	0.9297861527888223
#Silhouette	HC1840	0.9297861527888223
#Silhouette	HC1850	0.9297861527888223
#Silhouette	HC1860	0.9297861527888223
#Silhouette	HC1870	0.9297861527888223
#Silhouette	HC1880	0.9297861527888223
#Silhouette	HC1890	0.9297861527888223
#Silhouette	HC1900	0.9297861527888223
#Silhouette	HC1910	0.9297861527888223
#Silhouette	HC1920	0.9304234187556397
#Silhouette	HC1930	0.9304234187556397
#Silhouette	HC1940	0.9279177370321915
#Silhouette	HC1950	0.9290462207042033
#Silhouette	HC1960	0.9290462207042033
#Silhouette	HC1970	0.9290462207042033
#Silhouette	HC1980	0.9290462207042033
#Silhouette	HC1990	0.9290462207042033
#Silhouette	HC2000	0.9290462207042033
#Silhouette	HC2010	0.9290462207042033
#Silhouette	HC2020	0.9290462207042033
#Silhouette	HC2030	0.9290462207042033
#Silhouette	HC2040	0.9290462207042033
#Silhouette	HC2050	0.9287825079914271
#Silhouette	HC2060	0.9287825079914271
#Silhouette	HC2070	0.9287825079914271
#Silhouette	HC2080	0.9287825079914271
#Silhouette	HC2090	0.9287825079914271
#Silhouette	HC2100	0.9288975163092027
#Silhouette	HC2110	0.9288975163092027
#Silhouette	HC2120	0.9296511019935093
#Silhouette	HC2130	0.9296511019935093
#Silhouette	HC2140	0.9296511019935093
#Silhouette	HC2150	0.9309453703710863
#Silhouette	HC2160	0.9309453703710863
#Silhouette	HC2170	0.9309453703710863
#Silhouette	HC2180	0.9309453703710863
#Silhouette	HC2190	0.9317158757347275
#Silhouette	HC2200	0.9317158757347275
#Silhouette	HC2210	0.9317158757347275
#Silhouette	HC2220	0.9324922305457359
#Silhouette	HC2230	0.9324922305457359
#Silhouette	HC2240	0.9324922305457359
#Silhouette	HC2250	0.9315060834873873
#Silhouette	HC2260	0.9315060834873873
#Silhouette	HC2270	0.9315060834873873
#Silhouette	HC2280	0.9315060834873873
#Silhouette	HC2290	0.9315060834873873
#Silhouette	HC2300	0.9315060834873873
#Silhouette	HC2310	0.9315060834873873
#Silhouette	HC2320	0.8741854971525939
#Silhouette	HC2330	0.8741854971525939
#Silhouette	HC2340	0.8741854971525939
#Silhouette	HC2350	0.8741854971525939
#Silhouette	HC2360	0.8843151093489209
#Silhouette	HC2370	0.0
#Silhouette	HC2380	0.0
#Silhouette	HC2390	0.0
#Silhouette	HC2400	0.0
#Silhouette	HC2410	0.0
#Silhouette	HC2420	0.0
#Silhouette	HC2430	0.0
#Silhouette	HC2440	0.0
#Silhouette	HC2450	0.0
#Silhouette	HC2460	0.0
#Silhouette	HC2470	0.0
#Silhouette	HC2480	0.0
#Silhouette	HC2490	0.0
#Silhouette	HC2500	0.0
#Silhouette	HC2510	0.0

#NMI	HC0	HC10	HC20	HC30	HC40	HC50	HC60	HC70	HC80	HC90	HC100	HC110	HC120	HC130	HC140	HC150	HC160	HC170	HC180	HC190	HC200	HC210	HC220	HC230	HC240	HC250	HC260	HC270	HC280	HC290	HC300	HC310	HC320	HC330	HC340	HC350	HC360	HC370	HC380	HC390	HC400	HC410	HC420	HC430	HC440	HC450	HC460	HC470	HC480	HC490	HC500	HC510	HC520	HC530	HC540	HC550	HC560	HC570	HC580	HC590	HC600	HC610	HC620	HC630	HC640	HC650	HC660	HC670	HC680	HC690	HC700	HC710	HC720	HC730	HC740	HC750	HC760	HC770	HC780	HC790	HC800	HC810	HC820	HC830	HC840	HC850	HC860	HC870	HC880	HC890	HC900	HC910	HC920	HC930	HC940	HC950	HC960	HC970	HC980	HC990	HC1000	HC1010	HC1020	HC1030	HC1040	HC1050	HC1060	HC1070	HC1080	HC1090	HC1100	HC1110	HC1120	HC1130	HC1140	HC1150	HC1160	HC1170	HC1180	HC1190	HC1200	HC1210	HC1220	HC1230	HC1240	HC1250	HC1260	HC1270	HC1280	HC1290	HC1300	HC1310	HC1320	HC1330	HC1340	HC1350	HC1360	HC1370	HC1380	HC1390	HC1400	HC1410	HC1420	HC1430	HC1440	HC1450	HC1460	HC1470	HC1480	HC1490	HC1500	HC1510	HC1520	HC1530	HC1540	HC1550	HC1560	HC1570	HC1580	HC1590	HC1600	HC1610	HC1620	HC1630	HC1640	HC1650	HC1660	HC1670	HC1680	HC1690	HC1700	HC1710	HC1720	HC1730	HC1740	HC1750	HC1760	HC1770	HC1780	HC1790	HC1800	HC1810	HC1820	HC1830	HC1840	HC1850	HC1860	HC1870	HC1880	HC1890	HC1900	HC1910	HC1920	HC1930	HC1940	HC1950	HC1960	HC1970	HC1980	HC1990	HC2000	HC2010	HC2020	HC2030	HC2040	HC2050	HC2060	HC2070	HC2080	HC2090	HC2100	HC2110	HC2120	HC2130	HC2140	HC2150	HC2160	HC2170	HC2180	HC2190	HC2200	HC2210	HC2220	HC2230	HC2240	HC2250	HC2260	HC2270	HC2280	HC2290	HC2300	HC2310	HC2320	HC2330	HC2340	HC2350	HC2360	HC2370	HC2380	HC2390	HC2400	HC2410	HC2420	HC2430	HC2440	HC2450	HC2460	HC2470	HC2480	HC2490	HC2500	HC2510
HC0	0.999	0.843	0.707	0.658	0.623	0.565	0.550	0.528	0.517	0.512	0.479	0.472	0.454	0.437	0.433	0.404	0.297	0.162	0.162	0.162	0.161	0.161	0.161	0.161	0.161	0.155	0.155	0.155	0.155	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.152	0.152	0.152	0.152	0.140	0.140	0.140	0.140	0.140	0.140	0.137	0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.135	0.134	0.134	0.134	0.134	0.134	0.134	0.134	0.133	0.133	0.133	0.133	0.133	0.133	0.132	0.132	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.130	0.129	0.128	0.128	0.128	0.128	0.128	0.128	0.128	0.127	0.127	0.127	0.127	0.127	0.127	0.127	0.127	0.127	0.127	0.127	0.126	0.126	0.126	0.124	0.122	0.119	0.119	0.119	0.119	0.115	0.115	0.115	0.111	0.111	0.111	0.111	0.111	0.111	0.110	0.110	0.110	0.110	0.110	0.110	0.110	0.110	0.110	0.110	0.108	0.108	0.103	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.102	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.097	0.097	0.097	0.091	0.091	0.091	0.091	0.090	0.090	0.090	0.085	0.085	0.085	0.078	0.078	0.078	0.078	0.078	0.078	0.078	0.019	0.019	0.019	0.019	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
HC10	0.843	0.999	0.858	0.805	0.766	0.702	0.685	0.660	0.647	0.642	0.604	0.596	0.575	0.555	0.550	0.516	0.386	0.216	0.216	0.216	0.215	0.215	0.215	0.214	0.214	0.207	0.207	0.207	0.207	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.204	0.203	0.203	0.203	0.203	0.187	0.187	0.187	0.187	0.187	0.187	0.183	0.182	0.182	0.182	0.182	0.182	0.182	0.182	0.182	0.182	0.182	0.181	0.180	0.180	0.180	0.180	0.180	0.180	0.180	0.178	0.178	0.178	0.178	0.178	0.178	0.177	0.177	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.174	0.172	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.171	0.169	0.169	0.169	0.167	0.163	0.160	0.160	0.160	0.160	0.154	0.154	0.154	0.149	0.149	0.149	0.149	0.149	0.149	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.146	0.146	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.134	0.134	0.134	0.134	0.134	0.133	0.133	0.131	0.131	0.131	0.123	0.123	0.123	0.123	0.122	0.122	0.122	0.115	0.115	0.115	0.106	0.106	0.106	0.106	0.106	0.106	0.106	0.026	0.026	0.026	0.026	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
HC20	0.707	0.858	0.999	0.946	0.905	0.837	0.819	0.792	0.778	0.773	0.731	0.722	0.699	0.677	0.672	0.632	0.483	0.277	0.277	0.277	0.276	0.276	0.276	0.276	0.276	0.267	0.267	0.267	0.267	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.263	0.261	0.261	0.261	0.261	0.242	0.242	0.242	0.242	0.242	0.242	0.236	0.235	0.235	0.235	0.235	0.235	0.235	0.235	0.235	0.235	0.235	0.234	0.232	0.232	0.232	0.232	0.232	0.232	0.232	0.230	0.230	0.230	0.230	0.230	0.230	0.229	0.229	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.225	0.223	0.222	0.222	0.222	0.222	0.222	0.222	0.222	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.218	0.218	0.218	0.216	0.212	0.208	0.208	0.208	0.208	0.201	0.201	0.201	0.194	0.194	0.194	0.194	0.194	0.194	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.189	0.189	0.180	0.179	0.179	0.179	0.179	0.179	0.179	0.179	0.179	0.179	0.179	0.175	0.175	0.175	0.175	0.175	0.174	0.174	0.171	0.171	0.171	0.160	0.160	0.160	0.160	0.160	0.160	0.160	0.151	0.151	0.151	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.035	0.035	0.035	0.035	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
HC30	0.658	0.805	0.946	0.999	0.960	0.891	0.872	0.845	0.831	0.825	0.782	0.774	0.750	0.727	0.721	0.681	0.524	0.304	0.304	0.304	0.303	0.303	0.303	0.303	0.303	0.293	0.293	0.293	0.293	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.289	0.287	0.287	0.287	0.287	0.266	0.266	0.266	0.266	0.266	0.266	0.260	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.258	0.256	0.256	0.256	0.256	0.256	0.256	0.256	0.253	0.253	0.253	0.253	0.253	0.253	0.252	0.252	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.248	0.246	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.243	0.243	0.243	0.243	0.243	0.243	0.243	0.243	0.243	0.243	0.243	0.241	0.241	0.241	0.238	0.233	0.229	0.229	0.229	0.229	0.221	0.221	0.221	0.214	0.214	0.214	0.214	0.214	0.214	0.211	0.211	0.211	0.211	0.211	0.211	0.211	0.211	0.211	0.211	0.209	0.209	0.199	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.193	0.193	0.193	0.193	0.193	0.192	0.192	0.188	0.188	0.188	0.177	0.177	0.177	0.177	0.176	0.176	0.176	0.167	0.167	0.167	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.039	0.039	0.039	0.039	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
HC40	0.623	0.766	0.905	0.960	0.999	0.931	0.912	0.884	0.870	0.865	0.821	0.812	0.788	0.765	0.759	0.717	0.556	0.326	0.326	0.326	0.325	0.325	0.325	0.324	0.324	0.314	0.314	0.314	0.314	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.308	0.308	0.308	0.308	0.285	0.285	0.285	0.285	0.285	0.285	0.279	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.276	0.274	0.274	0.274	0.274	0.274	0.274	0.274	0.272	0.272	0.272	0.272	0.272	0.272	0.270	0.270	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.266	0.264	0.262	0.262	0.262	0.262	0.262	0.262	0.262	0.261	0.261	0.261	0.261	0.261	0.261	0.261	0.261	0.261	0.261	0.261	0.258	0.258	0.258	0.255	0.250	0.246	0.246	0.246	0.246	0.238	0.238	0.238	0.230	0.230	0.230	0.230	0.230	0.230	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.227	0.224	0.224	0.214	0.213	0.213	0.213	0.213	0.213	0.213	0.213	0.213	0.213	0.213	0.208	0.208	0.208	0.208	0.208	0.207	0.207	0.203	0.203	0.203	0.191	0.191	0.191	0.191	0.190	0.190	0.190	0.180	0.180	0.180	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.042	0.042	0.042	0.042	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
HC50	0.565	0.702	0.837	0.891	0.931	0.999	0.981	0.953	0.939	0.933	0.889	0.880	0.855	0.831	0.825	0.782	0.614	0.365	0.365	0.365	0.364	0.364	0.364	0.363	0.363	0.352	0.352	0.352	0.352	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.345	0.345	0.345	0.345	0.321	0.321	0.321	0.321	0.321	0.321	0.314	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.311	0.309	0.309	0.309	0.309	0.309	0.309	0.309	0.306	0.306	0.306	0.306	0.306	0.306	0.304	0.304	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.302	0.300	0.297	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.294	0.294	0.294	0.294	0.294	0.294	0.294	0.294	0.294	0.294	0.294	0.291	0.291	0.291	0.288	0.282	0.277	0.277	0.277	0.277	0.268	0.268	0.268	0.260	0.260	0.260	0.260	0.260	0.260	0.257	0.257	0.257	0.257	0.257	0.257	0.257	0.257	0.257	0.257	0.253	0.253	0.242	0.241	0.241	0.241	0.241	0.241	0.241	0.241	0.241	0.241	0.241	0.235	0.235	0.235	0.235	0.235	0.234	0.234	0.229	0.229	0.229	0.216	0.216	0.216	0.216	0.215	0.215	0.215	0.203	0.203	0.203	0.187	0.187	0.187	0.187	0.187	0.187	0.187	0.048	0.048	0.048	0.048	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
HC60	0.550	0.685	0.819	0.872	0.912	0.981	0.999	0.972	0.958	0.952	0.908	0.899	0.874	0.850	0.844	0.801	0.630	0.377	0.377	0.377	0.376	0.376	0.376	0.375	0.375	0.364	0.364	0.364	0.364	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.358	0.357	0.357	0.357	0.357	0.331	0.331	0.331	0.331	0.331	0.331	0.324	0.322	0.322	0.322	0.322	0.322	0.322	0.322	0.322	0.322	0.322	0.321	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.316	0.316	0.316	0.316	0.316	0.316	0.314	0.314	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.312	0.310	0.307	0.305	0.305	0.305	0.305	0.305	0.305	0.305	0.304	0.304	0.304	0.304	0.304	0.304	0.304	0.304	0.304	0.304	0.304	0.301	0.301	0.301	0.297	0.292	0.287	0.287	0.287	0.287	0.277	0.277	0.277	0.269	0.269	0.269	0.269	0.269	0.269	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.262	0.262	0.250	0.249	0.249	0.249	0.249	0.249	0.249	0.249	0.249	0.249	0.249	0.243	0.243	0.243	0.243	0.243	0.242	0.242	0.237	0.237	0.237	0.224	0.224	0.224	0.224	0.222	0.222	0.222	0.211	0.211	0.211	0.194	0.194	0.194	0.194	0.194	0.194	0.194	0.050	0.050	0.050	0.050	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
